Title,Year,Rated,Runtime,Genre,RottenTomatoes,Metascore,IMDB,BoxOffice
The Outlaw Josey Wales,1976,PG,135,Western,91,69,7.8,31800000
The Outsiders,1983,PG,91,"Crime, Drama",70,45,7.0,25837195
The Ox-Bow Incident,1942,Approved,75,"Drama, Western",91,0,8.0,0
The Painted Veil,2006,PG-13,125,"Drama, Romance",74,69,7.4,8060487
The Parent Trap,1998,PG,128,"Adventure, Comedy, Drama",87,64,6.6,66308518
The Party,1968,Approved,99,"Comedy, Romance",83,0,7.4,0
The Passion of the Christ,2004,R,127,Drama,49,47,7.2,370782930
The Patriot,2000,R,165,"Action, Drama, History",62,63,7.2,113330342
The Peanut Butter Falcon,2019,PG-13,97,"Adventure, Comedy, Drama",95,70,7.6,20457151
The Perks of Being a Wallflower,2012,PG-13,103,Drama,85,67,7.9,17742948
The Phantom of the Opera,2004,PG-13,143,"Drama, Musical, Romance",33,40,7.2,51293931
The Phantom of the Opera,1925,Approved,93,Horror,90,0,7.5,3751476
The Philadelphia Story,1940,Not Rated,112,"Comedy, Romance",100,96,7.9,404524
The Physician,2013,R,155,"Adventure, Drama, History",0,0,7.2,0
The Pianist,2002,R,150,"Biography, Drama, Music",95,85,8.5,32572577
The Piano,1993,R,121,"Drama, Music, Romance",90,89,7.5,40157856
The Player,1992,R,124,"Comedy, Crime, Drama",97,86,7.5,21706101
The Pope's Exorcist,2023,R,103,"Horror, Thriller",50,45,6.1,20009380
The Poseidon Adventure,1972,PG,117,"Action, Adventure, Drama",79,70,7.1,84563118
The Postman Always Rings Twice,1946,Approved,113,"Crime, Drama, Film-Noir",89,84,7.4,0
The Prestige,2006,PG-13,130,"Drama, Mystery, Sci-Fi",77,66,8.5,53089891
The Prince of Egypt,1998,PG,99,"Animation, Adventure, Drama",79,64,7.2,101413188
The Princess and the Frog,2009,G,97,"Animation, Adventure, Comedy",85,73,7.1,104400899
The Princess Bride,1987,PG,98,"Adventure, Comedy, Family",98,77,8.0,30857814
The Producers,1967,PG,88,"Comedy, Music",91,96,7.5,328673
The Professor and the Madman,2019,Not Rated,124,"Biography, Drama, History",39,27,7.2,0
The Proposal,2009,PG-13,108,"Comedy, Drama, Romance",45,48,6.7,163958031
The Proposition,2005,R,104,"Crime, Drama, Western",85,73,7.3,1903434
The Public Enemy,1931,Approved,83,"Crime, Drama",100,80,7.6,1011520
The Punisher: Dirty Laundry,2012,Not Rated,10,"Short, Action, Crime",0,0,8.0,0
The Purple Rose of Cairo,1985,PG,82,"Comedy, Fantasy, Romance",93,75,7.7,10631333
The Pursuit of Happyness,2006,PG-13,117,"Biography, Drama",67,64,8.0,163566459
The Quiet Man,1952,Approved,129,"Comedy, Drama, Romance",91,85,7.7,10550000
The Reader,2008,R,124,"Drama, Mystery, Romance",63,58,7.6,34194407
The Red Shoes,1948,Not Rated,135,"Drama, Music, Romance",98,0,8.1,0
The Remains of the Day,1993,PG,134,"Drama, Romance",96,86,7.8,23237911
The Report,2019,R,119,"Biography, Crime, Drama",83,66,7.2,0
The Return of the Living Dead,1985,R,91,"Comedy, Horror, Sci-Fi",91,66,7.3,14237880
The Revenant,2015,R,156,"Action, Adventure, Drama",78,76,8.0,183637894
The Rider,2017,R,104,"Drama, Western",97,89,7.4,2419031
The Right Stuff,1983,PG,193,"Adventure, Biography, Drama",96,91,7.8,21192102
The Road to El Dorado,2000,PG,89,"Animation, Adventure, Comedy",49,51,6.9,50863742
The Road Warrior,1981,R,96,"Action, Adventure, Sci-Fi",93,77,7.6,23667907
The Rock,1996,R,136,"Action, Adventure, Thriller",67,58,7.4,134069511
The Rocky Horror Picture Show,1975,R,100,"Comedy, Horror, Musical",80,65,7.4,112892319
The Royal Tenenbaums,2001,R,110,"Comedy, Drama",81,76,7.6,52364010
The Sandlot,1993,PG,101,"Comedy, Drama, Family",65,55,7.8,32950136
The School for Good and Evil,2022,PG-13,147,"Action, Comedy, Drama",37,30,5.9,0
The Sea Beast,2022,PG,115,"Animation, Adventure, Comedy",94,74,7.0,0
The Searchers,1956,Approved,119,"Adventure, Drama, Western",94,94,7.8,0
The Secret Garden,1993,G,101,"Drama, Family, Fantasy",89,74,7.3,31181347
The Secret Life of Bees,2008,PG-13,114,Drama,59,57,7.2,37770162
The Secret Life of Walter Mitty,2013,PG,114,"Adventure, Comedy, Drama",52,54,7.3,58236838
The Secret of Kells,2009,Not Rated,75,"Animation, Adventure, Family",90,81,7.5,676775
The Secret of NIMH,1982,G,82,"Animation, Adventure, Drama",93,76,7.5,14665733
The Secret: Dare to Dream,2020,PG,107,"Drama, Romance",28,32,6.5,0
The Seven Year Itch,1955,Not Rated,105,"Comedy, Romance",84,0,7.1,0
The Shack,2017,PG-13,132,"Drama, Fantasy",21,32,6.3,57386418
The Shape of Water,2017,R,123,"Drama, Fantasy, Romance",92,87,7.3,63859435
The Shawshank Redemption,1994,R,142,Drama,91,82,9.3,28767189
The Shawshank Redemption,1994,R,142,Drama,91,82,9.3,28767189
The Shining,1980,R,146,"Drama, Horror",83,66,8.4,45634352
The Shootist,1976,PG,100,"Drama, Romance, Western",83,77,7.6,8091910
The Shop Around the Corner,1940,Not Rated,99,"Comedy, Drama, Romance",99,96,8.0,0
The Siege of Jadotville,2016,TV-MA,108,"Action, Drama, History",64,0,7.2,0
The Silence of the Lambs,1991,R,118,"Crime, Drama, Thriller",95,86,8.6,130742922
The Sixth Sense,1999,PG-13,107,"Drama, Mystery, Thriller",86,64,8.2,293506292
The Social Network,2010,PG-13,120,"Biography, Drama",96,95,7.8,96962694
The Sound of Music,1965,G,172,"Biography, Drama, Family",83,63,8.1,159287539
The Space Between Us,2017,PG-13,120,"Drama, Romance, Sci-Fi",16,33,6.4,7885294
The SpongeBob Movie: Sponge on the Run,2020,PG,91,"Animation, Adventure, Comedy",67,65,5.9,4810790
The Station Agent,2003,R,89,"Comedy, Drama",94,81,7.6,5739376
The Sting,1973,PG,129,"Comedy, Crime, Drama",93,83,8.3,156000000
The Straight Story,1999,G,112,"Biography, Drama",94,86,8.0,6203044
The Stranger,1946,Approved,95,"Crime, Drama, Film-Noir",97,76,7.3,0
The Suicide Squad,2021,R,132,"Action, Adventure, Comedy",90,72,7.2,55817425
The Sunset Limited,2011,TV-MA,91,Drama,68,0,7.3,0
The Super Mario Bros. Movie,2023,PG,92,"Animation, Adventure, Comedy",59,46,7.1,574934330
The Swimmers,2022,PG-13,134,"Biography, Drama, Sport",83,62,7.4,0
The Sword in the Stone,1963,G,79,"Animation, Adventure, Comedy",66,61,7.1,12000000
The Taking of Pelham One Two Three,1974,R,104,"Action, Crime, Thriller",98,68,7.6,0
The Tale,2018,TV-MA,114,"Biography, Drama, Mystery",99,90,7.2,0
The Talented Mr. Ripley,1999,R,139,"Crime, Drama, Thriller",85,76,7.4,81298265
The Ten Commandments,1956,G,220,"Adventure, Drama, Family",84,0,7.9,65500000
The Tenant,1976,R,126,"Drama, Thriller",83,71,7.6,1924733
The Terminal,2004,PG-13,128,"Comedy, Drama, Romance",61,55,7.4,77872883
The Terminator,1984,R,107,"Action, Sci-Fi",100,84,8.1,38371200
The Texas Chain Saw Massacre,1974,R,83,Horror,89,87,7.4,30859000
The Theory of Everything,2014,PG-13,123,"Biography, Drama, Romance",80,71,7.7,35893537
The Thin Man,1934,TV-PG,91,"Comedy, Crime, Mystery",98,86,7.9,0
The Thin Red Line,1998,R,170,"Drama, History, War",80,78,7.6,36400491
The Thing,1982,R,109,"Horror, Mystery, Sci-Fi",85,57,8.2,19629760
The Third Man,1949,Approved,93,"Film-Noir, Mystery, Thriller",99,97,8.1,1067364
The Three Burials of Melquiades Estrada,2005,R,121,"Adventure, Crime, Drama",85,77,7.3,5027684
The Time Machine,1960,G,103,"Adventure, Romance, Sci-Fi",76,67,7.5,0
The Tomorrow War,2021,PG-13,138,"Action, Adventure, Drama",52,45,6.6,0
The Town,2010,R,125,"Crime, Drama, Thriller",92,74,7.5,92186262
The Transformers: The Movie,1986,PG,84,"Animation, Action, Adventure",62,43,7.2,5849647
The Treasure of the Sierra Madre,1948,Approved,126,"Adventure, Drama, Western",100,98,8.2,5014000
The Trial,1962,Not Rated,119,"Drama, Mystery, Thriller",84,0,7.7,93533
The Trial of the Chicago 7,2020,R,129,"Drama, History, Thriller",89,76,7.7,0
The Truman Show,1998,PG,103,"Comedy, Drama",94,90,8.2,125618201
The Two Popes,2019,PG-13,125,"Biography, Comedy, Drama",89,75,7.6,0
The Ultimate Gift,2006,PG,114,"Drama, Family, Romance",33,49,7.3,3438735
The Unforgivable,2021,R,112,"Crime, Drama",39,41,7.1,0
The Untouchables,1987,R,119,"Crime, Drama, Thriller",83,79,7.8,76270454
The Upside,2017,PG-13,126,"Comedy, Drama",43,46,7.0,108252517
The Usual Suspects,1995,R,106,"Crime, Drama, Mystery",88,77,8.5,23341568
The Valet,2022,PG-13,124,"Comedy, Drama, Romance",75,62,6.7,0
The Verdict,1982,R,129,Drama,89,77,7.7,53977250
The Virgin Suicides,1999,R,97,"Drama, Romance",80,77,7.2,4906229
The Visitor,2007,PG-13,104,Drama,90,79,7.6,9427089
The Vow,2012,PG-13,104,"Drama, Romance",32,43,6.8,125014030
The Warriors,1979,R,93,"Action, Crime, Thriller",88,65,7.5,22490039
The Way,2010,PG-13,123,"Comedy, Drama",83,64,7.3,4998213
The Way Way Back,2013,PG-13,103,"Comedy, Drama",84,68,7.4,21506546
The Whale,2022,R,117,Drama,64,60,7.7,17463630
The Wicker Man,1973,R,88,"Horror, Mystery, Thriller",90,87,7.5,148882
The Wife,2017,R,99,Drama,86,77,7.2,9601092
The Wild Bunch,1969,R,135,"Action, Adventure, Drama",91,98,7.9,638641
The Willoughbys,2020,PG,90,"Animation, Adventure, Comedy",91,68,6.4,0
The Wind that Shakes the Barley,2006,Not Rated,127,"Drama, War",90,82,7.5,1836089
The Witcher: Nightmare of the Wolf,2021,TV-MA,83,"Animation, Action, Adventure",100,67,7.2,0
The Wizard of Oz,1939,G,102,"Adventure, Family, Fantasy",98,92,8.1,24668669
The Wolf and the Lion,2021,PG,99,"Adventure, Drama, Family",29,36,6.1,2072173
The Wolf Man,1941,Approved,70,"Horror, Mystery, Romance",91,72,7.2,0
The Wolf of Wall Street,2013,R,180,"Biography, Comedy, Crime",80,75,8.2,116900694
The Woman in the Window,1944,Approved,107,"Crime, Drama, Film-Noir",88,0,7.6,0
The Woman King,2022,PG-13,135,"Action, Drama, History",94,77,6.9,67328130
The Wonderful Story of Henry Sugar,2023,PG,37,"Short, Adventure, Comedy",0,0,7.4,0
The World's Fastest Indian,2005,PG-13,127,"Biography, Drama, Sport",82,68,7.8,5128124
The Wrestler,2008,R,109,"Drama, Sport",98,80,7.9,26238243
The Wrong Man,1956,Not Rated,105,"Drama, Film-Noir",93,83,7.4,0
The Young Victoria,2009,PG,105,"Biography, Drama, History",76,64,7.2,11001272
The Zookeeper's Wife,2017,PG-13,127,"Biography, Drama, History",64,57,7.0,17571660
Thelma & Louise,1991,R,130,"Adventure, Crime, Drama",86,88,7.6,45360915
Then Came You,2018,Not Rated,97,"Adventure, Comedy, Drama",57,44,6.9,0
There Will Be Blood,2007,R,158,Drama,91,93,8.2,40222514
They Live,1988,R,94,"Action, Horror, Sci-Fi",86,55,7.2,13008928
Thief,1981,R,123,"Action, Crime, Drama",80,78,7.4,11492915
Thirteen Lives,2022,PG-13,147,"Action, Adventure, Biography",85,66,7.8,0
This Beautiful Fantastic,2016,PG,92,"Comedy, Drama, Romance",63,51,6.9,0
This Boy's Life,1993,R,115,"Biography, Drama",76,60,7.3,4104962
This Is England,2006,Not Rated,101,"Crime, Drama",93,86,7.7,329379
This Is Spinal Tap,1984,R,82,"Comedy, Music",96,92,7.9,4736202
Thor: Ragnarok,2017,PG-13,130,"Action, Adventure, Comedy",93,74,7.9,315058289
"Three Billboards Outside Ebbing, Missouri",2017,R,115,"Comedy, Crime, Drama",90,88,8.1,54513740
Three Days of the Condor,1975,R,117,"Crime, Mystery, Thriller",87,63,7.4,27476252
"tick, tick... BOOM!",2021,PG-13,120,"Biography, Comedy, Drama",88,74,7.5,0
Tinker Bell and the Legend of the NeverBeast,2014,G,76,"Animation, Adventure, Family, Fantasy",75,52,7.2,0
Titanic,1997,PG-13,194,"Drama, Romance",88,75,7.9,674292608
To All the Boys I've Loved Before,2018,TV-14,99,"Comedy, Drama, Romance",96,64,7.0,0
To All the Boys: Always and Forever,2021,TV-14,109,"Comedy, Drama, Romance",78,65,6.3,0
To Be or Not to Be,1942,Approved,99,"Comedy, Romance, War",96,86,8.2,3270000
To Catch a Thief,1955,PG,106,"Mystery, Romance, Thriller",92,82,7.4,0
To Have and Have Not,1944,Approved,100,"Adventure, Comedy, Film-Noir",94,90,7.8,0
To Kill a Mockingbird,1962,Approved,129,"Crime, Drama",93,88,8.3,592237
To Live and Die in L.A.,1985,R,116,"Action, Crime, Drama",88,81,7.3,17307019
To the Bone,2017,TV-MA,107,Drama,70,64,6.8,0
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,PG-13,109,"Comedy, Drama",45,60,6.7,36474193
Togo,2019,PG,113,"Adventure, Biography, Drama",93,69,7.9,0
Tombstone,1993,R,130,"Biography, Drama, History",73,50,7.8,56505065
Tootsie,1982,PG,116,"Comedy, Drama, Romance",91,88,7.4,177200000
Top Gun,1986,PG,109,"Action, Drama",57,50,6.9,180258178
Top Gun: Maverick,2022,PG-13,130,"Action, Drama",96,78,8.3,718732821
Top Secret!,1984,PG,90,"Comedy, Crime, Music",76,68,7.2,20458340
Tora! Tora! Tora!,1970,G,144,"Action, Drama, History",55,46,7.5,0
Total Recall,1990,R,113,"Action, Adventure, Sci-Fi",82,60,7.5,119412921
Touch of Evil,1958,PG-13,95,"Crime, Drama, Film-Noir",95,99,8.0,2247465
Toy Story,1995,G,81,"Animation, Adventure, Comedy",100,96,8.3,223225679
Toy Story 2,1999,G,92,"Animation, Adventure, Comedy",100,88,7.9,245852179
Toy Story 3,2010,G,103,"Animation, Adventure, Comedy",98,92,8.3,415004880
Toy Story 4,2019,G,100,"Animation, Adventure, Comedy",97,84,7.7,434038008
Toy Story of Terror,2013,TV-G,22,"Animation, Adventure, Comedy",94,0,7.5,0
Toy Story Toons: Partysaurus Rex,2012,G,7,"Animation, Short, Adventure",0,0,7.4,0
Trading Places,1983,R,116,Comedy,88,69,7.5,90404800
Traffic,2000,R,147,"Crime, Drama, Thriller",93,86,7.6,124115725
Training Day,2001,R,122,"Crime, Drama, Thriller",74,69,7.7,76631907
Trainspotting,1996,R,93,Drama,90,83,8.1,16491080
Transamerica,2005,R,103,"Adventure, Comedy, Drama",77,66,7.4,9015303
Transformers: Rise of the Beasts,2023,PG-13,127,"Action, Adventure, Sci-Fi",52,42,6.0,157066392
Treasure Planet,2002,PG,95,"Animation, Adventure, Family",69,60,7.2,38176783
Triangle of Sadness,2022,R,147,"Comedy, Drama",72,63,7.3,4608096
Trolls Band Together,2023,PG,91,"Animation, Adventure, Comedy",0,0,6.0,93518760
Trolls World Tour,2020,PG,91,"Animation, Adventure, Comedy",71,51,6.1,450000
Troy,2004,R,163,Drama,53,56,7.3,133378256
True Grit,1969,G,128,"Adventure, Drama, Western",88,83,7.4,276418
True Grit,2010,PG-13,110,"Drama, Western",95,80,7.6,171243005
True Lies,1994,R,141,"Action, Comedy, Thriller",71,63,7.3,146282411
True Romance,1993,R,119,"Crime, Drama, Romance",93,59,7.9,12281551
Trumbo,2015,R,124,"Biography, Drama",75,60,7.4,7857741
Tucker and Dale vs Evil,2010,R,89,"Comedy, Horror",85,65,7.5,223838
Turning Red,2022,PG,100,"Animation, Adventure, Comedy",95,83,7.0,0
Twin Peaks: Fire Walk with Me,1992,R,134,"Drama, Horror, Mystery",63,45,7.3,4160851
Two Brothers,2004,PG,109,"Adventure, Drama, Family",78,63,7.0,19176754
Two Distant Strangers,2020,Not Rated,32,"Short, Drama, Sci-Fi",94,0,6.9,0
Tyrannosaur,2011,Not Rated,92,Drama,84,65,7.5,22321
Unbreakable,2000,PG-13,106,"Drama, Mystery, Sci-Fi",70,62,7.3,95011339
Unbroken,2014,PG-13,137,"Action, Biography, Drama",51,59,7.2,115637895
Uncle Frank,2020,R,95,"Comedy, Drama",77,58,7.3,0
Uncut Gems,2019,R,135,"Crime, Drama, Thriller",91,91,7.4,50023780
Undisputed 2: Last Man Standing,2006,R,98,"Action, Crime, Drama, Sport",0,0,7.1,0
Undisputed 3: Redemption,2010,R,96,"Action, Crime, Drama, Sport",0,0,7.4,0
Unforgiven,1992,R,130,"Drama, Western",96,85,8.2,101167799
United 93,2006,R,111,"Action, Drama, History",90,90,7.6,31483450
Up,2009,PG,96,"Animation, Adventure, Comedy",98,88,8.3,293004164
Upgrade,2018,R,100,"Action, Sci-Fi, Thriller",88,67,7.5,11977130
V for Vendetta,2005,R,132,"Action, Drama, Sci-Fi",73,62,8.2,70511035
Vacation,1983,R,98,"Adventure, Comedy",94,55,7.3,61418063
Vacation Friends,2021,R,103,"Adventure, Comedy",57,49,6.3,0
Vanishing Point,1971,R,99,"Action, Crime, Thriller",79,61,7.2,12442673
Vera Drake,2004,R,125,"Crime, Drama",93,83,7.6,3775283
Vertigo,1958,PG,128,"Mystery, Romance, Thriller",92,100,8.3,7705225
Vice,2018,R,132,"Biography, Comedy, Drama",65,61,7.2,47836282
Victor/Victoria,1982,PG,134,"Comedy, Music, Romance",97,84,7.6,28215453
Videodrome,1983,R,87,"Horror, Sci-Fi, Thriller",83,60,7.2,2120439
Village of the Damned,1960,Not Rated,77,"Horror, Sci-Fi",93,77,7.3,0
Vincent,1982,G,6,"Animation, Short, Family",0,0,8.3,0
Violent Night,2022,R,112,"Action, Comedy, Thriller",73,55,6.7,50057405
Vivo,2021,PG,95,"Animation, Adventure, Comedy",86,66,6.7,0
Wait Until Dark,1967,Not Rated,108,Thriller,96,81,7.7,0
Waking Life,2001,R,99,"Animation, Drama, Fantasy",81,84,7.7,2901447
Walk the Line,2005,PG-13,136,"Biography, Drama, Music",82,72,7.8,119519402
Walkabout,1971,PG,100,"Adventure, Drama",86,85,7.6,0
Wall Street,1987,R,126,"Crime, Drama",79,56,7.3,43848069
WALL·E,2008,G,98,"Animation, Adventure, Family",95,95,8.4,223808164
Wallace & Gromit: A Close Shave,1995,TV-PG,30,"Animation, Short, Comedy",100,0,8.1,112175
Wallace & Gromit: A Grand Day Out,1989,Not Rated,23,"Animation, Short, Adventure",0,0,7.7,0
Wallace & Gromit: A Matter of Loaf and Death,2008,TV-PG,29,"Animation, Short, Comedy",0,0,7.6,0
Wallace & Gromit: The Curse of the Were-Rabbit,2005,G,85,"Animation, Adventure, Comedy",95,87,7.5,56110897
Wallace & Gromit: The Wrong Trousers,1993,TV-PG,29,"Animation, Short, Comedy",0,0,8.3,0
War for the Planet of the Apes,2017,PG-13,140,"Action, Adventure, Drama",94,82,7.4,146880162
War Horse,2011,PG-13,146,"Action, Adventure, Drama",75,72,7.2,79884879
War Room,2015,PG,120,Drama,34,26,6.4,67790117
WarGames,1983,PG,114,"Action, Drama, Sci-Fi",94,77,7.1,79567667
Warrior,2011,PG-13,140,"Action, Drama, Sport",84,71,8.1,13657115
Watchmen,2009,R,162,"Action, Drama, Mystery",65,56,7.6,107509799
Watership Down,1978,PG,91,"Animation, Adventure, Drama",79,64,7.6,0
Waves,2019,R,135,"Drama, Romance, Sport",84,80,7.5,1658790
We Bare Bears: The Movie,2020,TV-Y7,69,"Animation, Adventure, Comedy",0,0,6.7,0
We Need to Talk About Kevin,2011,R,112,"Drama, Mystery, Thriller",75,68,7.5,1738692
We Were Soldiers,2002,R,138,"Action, Drama, History",64,65,7.1,78122718
Weekend,2011,Not Rated,97,"Drama, Romance",95,81,7.6,484592
Welcome to the Dollhouse,1995,R,88,"Comedy, Drama",93,83,7.4,4569019
West Side Story,1961,Approved,153,"Crime, Drama, Musical",92,86,7.6,44055492
Whale Rider,2002,PG-13,101,"Drama, Family",91,80,7.5,20779666
What Dreams May Come,1998,PG-13,113,"Drama, Fantasy, Romance",52,44,7.0,55382927
What Ever Happened to Baby Jane?,1962,Approved,134,"Drama, Horror, Thriller",92,75,8.0,0
What Happened to Monday,2017,TV-MA,123,"Action, Crime, Fantasy",59,47,6.8,0
What Maisie Knew,2012,R,99,Drama,86,74,7.4,1066471
What We Do in the Shadows,2014,R,86,"Comedy, Horror",96,76,7.6,3469224
Whatever Works,2009,PG-13,93,"Comedy, Romance",50,45,7.1,5306706
What's Eating Gilbert Grape,1993,PG-13,118,Drama,90,73,7.7,10032765
"What's Up, Doc?",1972,G,94,"Comedy, Romance",89,0,7.7,66000000
When Harry Met Sally...,1989,R,95,"Comedy, Drama, Romance",91,76,7.7,93117425
Where Eagles Dare,1968,NC-17,158,"Action, Adventure, War",83,63,7.6,7100000
Where Hands Touch,2018,PG-13,122,"Drama, Romance, War",42,44,6.6,67743
Where the Crawdads Sing,2022,PG-13,125,"Drama, Mystery, Romance",35,43,7.2,90230760
Where the Heart Is,2000,PG-13,120,"Comedy, Drama, Romance",35,30,6.7,33772838
Whiplash,2014,R,106,"Drama, Music",94,89,8.5,13092000
Whiplash,2013,TV-14,18,"Short, Drama, Music",0,0,7.8,0
White Christmas,1954,Not Rated,120,"Comedy, Musical, Romance",77,56,7.5,928298
White Heat,1949,Not Rated,114,"Action, Crime, Drama",97,0,8.1,0
Who Framed Roger Rabbit,1988,PG,104,"Animation, Adventure, Comedy",96,83,7.7,156452370
Who's Afraid of Virginia Woolf?,1966,Not Rated,131,Drama,96,75,8.0,28000000
Willy Wonka & the Chocolate Factory,1971,G,100,"Family, Fantasy, Musical",91,67,7.8,573368
Winchester '73,1950,Approved,92,"Action, Drama, Western",100,0,7.6,0
Wind River,2017,R,107,"Crime, Drama, Mystery",88,73,7.7,33800859
Wish Dragon,2021,PG,98,"Animation, Adventure, Comedy",68,59,7.2,0
Withnail & I,1987,R,107,"Comedy, Drama",92,84,7.5,1544889
Witness,1985,R,112,"Drama, Romance, Thriller",93,76,7.4,68706993
Witness for the Prosecution,1957,Approved,116,"Crime, Drama, Mystery",100,76,8.4,0
Wolfwalkers,2020,PG,103,"Animation, Action, Adventure",99,87,8.0,0
Woman in Gold,2015,PG-13,109,"Biography, Drama, History",57,51,7.3,33307793
Wonder,2017,PG,113,"Drama, Family",86,66,7.9,132422809
Wonder Woman,2017,PG-13,141,"Action, Adventure, Fantasy",93,76,7.4,412845172
Wonder Woman,2009,PG-13,74,"Animation, Action, Adventure, Fantasy, Sci-Fi",0,0,7.3,0
Wonka,2023,PG,116,"Adventure, Comedy, Family",0,0,7.3,164654302
Words on Bathroom Walls,2020,PG-13,110,"Drama, Romance",89,61,7.2,2542518
Work It,2020,TV-14,93,"Comedy, Music",85,58,6.2,0
Wrath of Man,2021,R,119,"Action, Crime, Thriller",67,57,7.1,27466489
Wreck-It Ralph,2012,PG,101,"Animation, Adventure, Comedy",87,72,7.7,189422889
X-Men: Days of Future Past,2014,PG-13,132,"Action, Adventure, Sci-Fi",90,75,7.9,233921534
X-Men: First Class,2011,PG-13,131,"Action, Sci-Fi",86,65,7.7,146408305
Yellow Submarine,1968,G,85,"Animation, Adventure, Comedy",97,79,7.4,992305
You Can't Take It with You,1938,Approved,126,"Comedy, Drama, Romance",95,0,7.8,0
You Don't Know Jack,2010,TV-14,134,"Biography, Drama",83,0,7.5,0
Young Frankenstein,1974,PG,106,Comedy,94,83,8.0,86273333
You're Not You,2014,R,102,Drama,48,56,7.3,11486
Zabriskie Point,1970,R,113,Drama,66,0,6.9,0
Zack Snyder's Justice League,2021,R,242,"Action, Adventure, Fantasy",72,54,7.9,0
Zelig,1983,PG,79,Comedy,97,0,7.7,11798616
Zodiac,2007,R,157,"Crime, Drama, Mystery",90,79,7.7,33080084
Zombieland,2009,R,88,"Action, Comedy, Horror",89,73,7.6,75590286
Zombies,2018,TV-G,94,"Adventure, Family, Fantasy",0,0,6.0,0
Zombies 2,2020,TV-G,84,"Comedy, Family, Fantasy",0,0,5.7,0
Zombies 3,2022,TV-G,88,"Family, Musical, Romance",75,0,5.4,0
Zootopia,2016,PG,108,"Animation, Adventure, Comedy",98,78,8.0,341268248
Zulu,1964,Not Rated,138,"Drama, History, War",96,77,7.7,0
